customerID,Segment,BusinessName,tenure,MonthlyCharges,PredictedChurnProbability
0318-ZOPWS,3,"Established, Low-Spend, Low-Risk",49,20.15,0.007267493768910634
4445-ZJNMU,2,"New, High-Spend, High-Risk",9,99.3,0.7473099616144785
4808-YNLEU,3,"Established, Low-Spend, Low-Risk",35,62.15,0.07475398608692499
1862-QRWPE,3,"Established, Low-Spend, Low-Risk",48,20.65,0.0060094448937747765
2796-NNUFI,3,"Established, Low-Spend, Low-Risk",46,19.95,0.006536159222134964
3016-KSVCP,4,"New, Low-Spend, High-Risk",29,33.75,0.3588600100455652
4767-HZZHQ,2,"New, High-Spend, High-Risk",30,82.05,0.3069477096938224
2424-WVHPL,2,"New, High-Spend, High-Risk",1,74.7,0.597112277658362
7233-PAHHL,1,"Established, High-Spend, Low-Risk",66,84.0,0.016304152633255388
6067-NGCEU,1,"Established, High-Spend, Low-Risk",65,111.05,0.2693485730364096
9848-JQJTX,1,"Established, High-Spend, Low-Risk",72,100.9,0.10518812681550163
8637-XJIVR,2,"New, High-Spend, High-Risk",12,78.95,0.5193925487898339
9803-FTJCG,1,"Established, High-Spend, Low-Risk",71,66.85,0.00999964939623565
0278-YXOOG,4,"New, Low-Spend, High-Risk",5,21.05,0.18576621734820267
3212-KXOCR,3,"Established, Low-Spend, Low-Risk",52,21.0,0.0062446150998817515
4598-XLKNJ,2,"New, High-Spend, High-Risk",25,98.5,0.6151786667566881
6380-ARCEH,4,"New, Low-Spend, High-Risk",1,20.2,0.21718757676509345
3679-XASPY,4,"New, Low-Spend, High-Risk",1,19.45,0.1815716174171203
7123-WQUHX,1,"Established, High-Spend, Low-Risk",38,95.0,0.2419253997004403
5386-THSLQ,3,"Established, Low-Spend, Low-Risk",66,45.55,0.054397316554008035
3192-NQECA,1,"Established, High-Spend, Low-Risk",68,110.0,0.08628209335685226
6180-YBIQI,4,"New, Low-Spend, High-Risk",5,24.3,0.5294819845471666
6728-DKUCO,1,"Established, High-Spend, Low-Risk",72,104.15,0.09969571560336872
9750-BOOHV,3,"Established, Low-Spend, Low-Risk",32,30.15,0.08925180951619974
8597-CWYHH,1,"Established, High-Spend, Low-Risk",43,94.35,0.3600241212434403
2848-YXSMW,3,"Established, Low-Spend, Low-Risk",72,19.4,0.001976443526752198
0486-HECZI,1,"Established, High-Spend, Low-Risk",55,96.75,0.2546730460980035
4549-ZDQYY,3,"Established, Low-Spend, Low-Risk",52,57.95,0.019547170017447178
5712-AHQNN,1,"Established, High-Spend, Low-Risk",43,91.65,0.33845404262142265
4846-WHAFZ,2,"New, High-Spend, High-Risk",37,76.5,0.470138988728681
5256-SKJGO,3,"Established, Low-Spend, Low-Risk",64,54.6,0.020615574164352782
3071-VBYPO,2,"New, High-Spend, High-Risk",3,89.85,0.4898845675572958
9560-BBZXK,3,"Established, Low-Spend, Low-Risk",36,31.05,0.040205946908572106
5299-RULOA,2,"New, High-Spend, High-Risk",10,100.25,0.6258114492155247
8402-OOOHJ,3,"Established, Low-Spend, Low-Risk",41,20.65,0.010181160444148903
9445-ZUEQE,2,"New, High-Spend, High-Risk",27,85.2,0.3168372672269202
1091-SOZGA,1,"Established, High-Spend, Low-Risk",56,99.8,0.23244947193423443
2928-HLDBA,4,"New, Low-Spend, High-Risk",6,20.7,0.1775445810712378
0404-SWRVG,2,"New, High-Spend, High-Risk",3,74.4,0.7028198953420933
6497-TILVL,4,"New, Low-Spend, High-Risk",7,50.7,0.221601424751326
7219-TLZHO,4,"New, Low-Spend, High-Risk",4,20.85,0.15837251592648338
4622-YNKIJ,1,"Established, High-Spend, Low-Risk",33,88.95,0.08355425209919307
4412-YLTKF,2,"New, High-Spend, High-Risk",27,78.05,0.5495255479727591
6734-PSBAW,3,"Established, Low-Spend, Low-Risk",72,23.55,0.00378107538457323
3930-ZGWVE,4,"New, Low-Spend, High-Risk",1,19.75,0.21840103137687206
2639-UGMAZ,3,"Established, Low-Spend, Low-Risk",71,56.45,0.04388611720019717
2876-GZYZC,2,"New, High-Spend, High-Risk",13,85.95,0.6897183010392481
6207-WIOLX,4,"New, Low-Spend, High-Risk",25,58.6,0.2742714204233612
8587-XYZSF,3,"Established, Low-Spend, Low-Risk",67,50.55,0.00816693234539823
3091-FYHKI,2,"New, High-Spend, High-Risk",1,35.45,0.6354905384691691
2372-HWUHI,4,"New, Low-Spend, High-Risk",2,44.35,0.41829748745013534
7799-LGRDP,3,"Established, Low-Spend, Low-Risk",43,25.7,0.013451884483723088
7850-VWJUU,2,"New, High-Spend, High-Risk",23,75.0,0.34934404938344654
3774-VBNXY,3,"Established, Low-Spend, Low-Risk",64,20.2,0.0028378106704948897
6217-KDYWC,3,"Established, Low-Spend, Low-Risk",57,19.6,0.003919605802408281
0390-DCFDQ,2,"New, High-Spend, High-Risk",1,70.45,0.6922553359952631
3146-MSEGF,1,"Established, High-Spend, Low-Risk",72,88.05,0.014361209027522994
4080-OGPJL,4,"New, Low-Spend, High-Risk",8,71.15,0.2930039867739167
1095-WGNGG,1,"Established, High-Spend, Low-Risk",61,101.05,0.1290820660171895
2636-SJDOU,1,"Established, High-Spend, Low-Risk",64,84.3,0.07277130633865686
1131-QQZEB,3,"Established, Low-Spend, Low-Risk",71,23.95,0.0048160455422529185
5716-EZXZN,1,"Established, High-Spend, Low-Risk",65,99.05,0.032539926422811366
6837-BJYDQ,4,"New, Low-Spend, High-Risk",3,19.6,0.10711792482499358
2135-RXIHG,4,"New, Low-Spend, High-Risk",1,45.65,0.42367241713262144
6440-DKQGE,4,"New, Low-Spend, High-Risk",30,64.5,0.09037110984559274
3466-BYAVD,4,"New, Low-Spend, High-Risk",15,69.5,0.20053760025073591
3780-YVMFA,2,"New, High-Spend, High-Risk",8,68.55,0.351166988021676
3874-EQOEP,2,"New, High-Spend, High-Risk",7,95.0,0.7845658154866527
1679-JRFBR,1,"Established, High-Spend, Low-Risk",70,108.15,0.11819432843359158
9073-ZZIAY,1,"Established, High-Spend, Low-Risk",62,86.1,0.010763021140860439
3077-RSNTJ,4,"New, Low-Spend, High-Risk",6,19.7,0.14904228509655565
6551-GNYDG,2,"New, High-Spend, High-Risk",14,80.9,0.5503199763752784
9167-APMXZ,2,"New, High-Spend, High-Risk",22,84.15,0.6268717268786776
2749-CTKAJ,4,"New, Low-Spend, High-Risk",22,20.15,0.03778124802218744
6371-NZYEG,4,"New, Low-Spend, High-Risk",16,64.25,0.06062435319177132
7554-NEWDD,4,"New, Low-Spend, High-Risk",10,25.7,0.05634099694251797
8992-VONJD,4,"New, Low-Spend, High-Risk",13,56.0,0.15753284845050544
0867-MKZVY,2,"New, High-Spend, High-Risk",20,82.4,0.4467713938298921
4482-EWFMI,2,"New, High-Spend, High-Risk",2,69.7,0.638211923004483
4648-YPBTM,1,"Established, High-Spend, Low-Risk",53,73.9,0.027249131312851033
2907-ILJBN,4,"New, Low-Spend, High-Risk",11,20.6,0.060701610714940395
6345-FZOQH,3,"Established, Low-Spend, Low-Risk",69,19.9,0.002931187587116597
3376-BMGFE,2,"New, High-Spend, High-Risk",4,70.9,0.6169741636422107
5997-OPVFA,1,"Established, High-Spend, Low-Risk",72,89.05,0.014608010161988878
3445-HXXGF,3,"Established, Low-Spend, Low-Risk",58,45.3,0.14453836731982675
1159-WFSGR,4,"New, Low-Spend, High-Risk",16,20.4,0.09850734792805536
7654-YWJUF,1,"Established, High-Spend, Low-Risk",43,84.25,0.08034431123322447
1875-QIVME,2,"New, High-Spend, High-Risk",2,104.4,0.7328652435330355
6727-IOTLZ,4,"New, Low-Spend, High-Risk",14,81.95,0.09588748999456811
0691-JVSYA,1,"Established, High-Spend, Low-Risk",53,94.85,0.22962042616734063
5918-VUKWP,3,"Established, Low-Spend, Low-Risk",32,20.55,0.029780558638552796
1744-JHKYS,3,"Established, Low-Spend, Low-Risk",34,24.7,0.07917788950111582
2656-FMOKZ,2,"New, High-Spend, High-Risk",15,74.45,0.6527145445868542
2070-FNEXE,2,"New, High-Spend, High-Risk",7,76.45,0.5208047552594821
5947-SGKCL,2,"New, High-Spend, High-Risk",15,105.35,0.6469940494092103
3712-PKXZA,3,"Established, Low-Spend, Low-Risk",61,20.55,0.008294017242236749
6317-YPKDH,4,"New, Low-Spend, High-Risk",1,29.95,0.5274597261515855
6582-OIVSP,4,"New, Low-Spend, High-Risk",1,45.3,0.42253141155851104
9367-WXLCH,2,"New, High-Spend, High-Risk",8,84.5,0.7245219756102024
5524-KHNJP,1,"Established, High-Spend, Low-Risk",33,74.75,0.08638089036023222
1918-ZBFQJ,2,"New, High-Spend, High-Risk",13,79.25,0.4983319920759797
1024-GUALD,4,"New, Low-Spend, High-Risk",1,24.8,0.577385093535285
4827-USJHP,4,"New, Low-Spend, High-Risk",20,51.8,0.2224277256491285
8167-GJLRN,4,"New, Low-Spend, High-Risk",3,30.4,0.44608403460392665
0956-SYCWG,4,"New, Low-Spend, High-Risk",13,19.65,0.06931220135689833
8017-UVSZU,3,"Established, Low-Spend, Low-Risk",40,56.6,0.16179607144217886
7100-FQPRV,1,"Established, High-Spend, Low-Risk",43,71.9,0.044141540491570895
2472-OVKUP,2,"New, High-Spend, High-Risk",6,91.0,0.6223894663194374
2984-RGEYA,3,"Established, Low-Spend, Low-Risk",69,19.75,0.002268688376320997
9680-NIAUV,1,"Established, High-Spend, Low-Risk",72,109.7,0.05902267650180003
2146-EGVDT,3,"Established, Low-Spend, Low-Risk",59,19.3,0.0036735105548901937
2604-IJPDU,2,"New, High-Spend, High-Risk",20,96.55,0.32152872105602265
9178-JHUVJ,4,"New, Low-Spend, High-Risk",24,24.1,0.025253814911628394
6168-YBYNP,1,"Established, High-Spend, Low-Risk",59,111.35,0.3198785240449261
7255-SSFBC,1,"Established, High-Spend, Low-Risk",72,112.25,0.059633054768652646
3645-DEYGF,4,"New, Low-Spend, High-Risk",1,20.75,0.1761805699710015
9323-HGFWY,1,"Established, High-Spend, Low-Risk",27,101.9,0.22215661052600713
8544-GOQSH,2,"New, High-Spend, High-Risk",14,80.05,0.39548040539000806
3363-DTIVD,1,"Established, High-Spend, Low-Risk",71,105.55,0.06288430803974952
7018-WBJNK,2,"New, High-Spend, High-Risk",13,78.3,0.5668913804959803
9142-KZXOP,1,"Established, High-Spend, Low-Risk",44,68.85,0.2833655734586029
7674-YTAFD,1,"Established, High-Spend, Low-Risk",33,79.95,0.14148165150769737
6348-SNFUS,3,"Established, Low-Spend, Low-Risk",72,55.45,0.007205023614679182
1285-OKIPP,2,"New, High-Spend, High-Risk",1,79.9,0.7071157726625358
7825-ECJRF,2,"New, High-Spend, High-Risk",19,106.6,0.41739697430443606
1347-KTTTA,1,"Established, High-Spend, Low-Risk",64,102.45,0.1241639146225059
7841-TZDMQ,4,"New, Low-Spend, High-Risk",2,46.0,0.4120388721340098
4195-NZGTA,4,"New, Low-Spend, High-Risk",1,25.25,0.5691984533225514
7157-SMCFK,3,"Established, Low-Spend, Low-Risk",61,19.75,0.0031662845761888745
4709-LKHYG,3,"Established, Low-Spend, Low-Risk",29,20.0,0.027304237162468117
2504-DSHIH,2,"New, High-Spend, High-Risk",23,86.8,0.6616706351126217
0699-NDKJM,3,"Established, Low-Spend, Low-Risk",57,58.75,0.1270264609171932
9286-BHDQG,3,"Established, Low-Spend, Low-Risk",72,45.25,0.004443779098775544
0230-WEQUW,3,"Established, Low-Spend, Low-Risk",66,56.6,0.011472644706343385
2040-LDIWQ,1,"Established, High-Spend, Low-Risk",65,84.2,0.0211304855348992
6496-JDSSB,2,"New, High-Spend, High-Risk",8,80.0,0.6566932055166081
9408-SSNVZ,2,"New, High-Spend, High-Risk",4,70.15,0.6195800958065514
4443-EMBNA,3,"Established, Low-Spend, Low-Risk",71,24.75,0.003954618694218591
6469-MRVET,4,"New, Low-Spend, High-Risk",1,20.2,0.0942163637815241
0742-MOABM,4,"New, Low-Spend, High-Risk",4,50.05,0.30815042061107667
5961-VUSRV,4,"New, Low-Spend, High-Risk",12,19.35,0.07259958939523026
6778-JFCMK,4,"New, Low-Spend, High-Risk",24,50.6,0.2164436459543209
6341-JVQGF,1,"Established, High-Spend, Low-Risk",31,81.15,0.06388033764985025
2232-DMLXU,2,"New, High-Spend, High-Risk",1,55.2,0.5005492959943413
4811-JBUVU,2,"New, High-Spend, High-Risk",30,89.9,0.4686510458476586
0945-TSONX,1,"Established, High-Spend, Low-Risk",47,85.3,0.02586428179288586
2651-ZCBXV,1,"Established, High-Spend, Low-Risk",54,108.0,0.07899192708953348
3316-UWXUY,1,"Established, High-Spend, Low-Risk",50,93.5,0.16256934455184194
8937-RDTHP,2,"New, High-Spend, High-Risk",1,84.6,0.6017846236086899
7083-MIOPC,3,"Established, Low-Spend, Low-Risk",72,20.25,0.0025231209257662985
1984-GPTEH,4,"New, Low-Spend, High-Risk",29,25.15,0.09523109768235587
1251-KRREG,4,"New, Low-Spend, High-Risk",2,54.4,0.45276719412280725
0621-JFHOL,4,"New, Low-Spend, High-Risk",10,29.6,0.12425603740956578
9903-LYSAB,2,"New, High-Spend, High-Risk",18,73.15,0.593633435561893
0094-OIFMO,2,"New, High-Spend, High-Risk",11,95.0,0.7085459591797507
9227-UAQFT,4,"New, Low-Spend, High-Risk",16,19.75,0.03206065878789839
7301-ABVAD,1,"Established, High-Spend, Low-Risk",72,86.6,0.02200635070374887
6614-FHDBO,1,"Established, High-Spend, Low-Risk",72,109.2,0.07456229571917837
7576-ASEJU,1,"Established, High-Spend, Low-Risk",41,74.7,0.048794015662155674
9058-HRZSV,1,"Established, High-Spend, Low-Risk",65,94.4,0.17438926266336796
4522-AKYLR,4,"New, Low-Spend, High-Risk",13,54.8,0.30872263270288636
0221-WMXNQ,2,"New, High-Spend, High-Risk",4,75.35,0.5531936341532087
0303-UNCIP,1,"Established, High-Spend, Low-Risk",41,65.0,0.11647788414668915
9947-OTFQU,2,"New, High-Spend, High-Risk",15,74.4,0.5358994015053264
0322-YINQP,4,"New, Low-Spend, High-Risk",1,48.55,0.32131515264620447
0959-WHOKV,1,"Established, High-Spend, Low-Risk",42,99.0,0.192823032987477
4075-JFPGR,1,"Established, High-Spend, Low-Risk",51,93.5,0.11049527401706839
4629-NRXKX,2,"New, High-Spend, High-Risk",2,70.4,0.5826507852262142
9514-JDSKI,2,"New, High-Spend, High-Risk",1,40.2,0.6505073438584741
3282-ZISZV,1,"Established, High-Spend, Low-Risk",32,83.7,0.11056289475513197
3675-YDUPJ,4,"New, Low-Spend, High-Risk",10,19.85,0.15524331391946042
4111-BNXIF,3,"Established, Low-Spend, Low-Risk",67,59.55,0.019335438946081564
7017-VFHAY,1,"Established, High-Spend, Low-Risk",61,115.1,0.05351729095944421
6655-LHBYW,1,"Established, High-Spend, Low-Risk",50,114.35,0.1606884748022028
4959-JOSRX,4,"New, Low-Spend, High-Risk",2,44.6,0.42121280595432253
5046-NUHWD,4,"New, Low-Spend, High-Risk",29,45.0,0.2845169794698934
7273-TEFQD,2,"New, High-Spend, High-Risk",3,41.15,0.6449110853474646
3606-TWKGI,2,"New, High-Spend, High-Risk",13,106.9,0.7442160702758485
7529-ZDFXI,1,"Established, High-Spend, Low-Risk",57,89.85,0.36329097287376805
7605-BDWDC,3,"Established, Low-Spend, Low-Risk",31,49.85,0.041579816885262376
1950-KSVVJ,1,"Established, High-Spend, Low-Risk",45,113.3,0.17810817520323902
0123-CRBRT,1,"Established, High-Spend, Low-Risk",61,88.1,0.01699629199627606
6292-TOSSS,3,"Established, Low-Spend, Low-Risk",50,24.9,0.009719022771687316
3197-ARFOY,2,"New, High-Spend, High-Risk",19,105.0,0.44642162578125755
6323-AYBRX,3,"Established, Low-Spend, Low-Risk",59,19.35,0.0045039827009137
7014-ZZXAW,3,"Established, Low-Spend, Low-Risk",71,24.25,0.0038994708955389533
4385-GZQXV,2,"New, High-Spend, High-Risk",16,94.45,0.6197144533550727
7633-MVPUY,3,"Established, Low-Spend, Low-Risk",57,59.75,0.00766182601640578
6366-ZGQGL,4,"New, Low-Spend, High-Risk",1,24.8,0.5734446157404397
4716-HHKQH,2,"New, High-Spend, High-Risk",20,107.05,0.635519814198865
5940-AHUHD,2,"New, High-Spend, High-Risk",1,70.6,0.6456843883766362
6432-TWQLB,2,"New, High-Spend, High-Risk",5,85.4,0.5543149172536749
4484-GLZOU,1,"Established, High-Spend, Low-Risk",52,105.05,0.4649650993864465
3179-GBRWV,4,"New, Low-Spend, High-Risk",21,64.95,0.23272612729384115
8645-KWHJO,2,"New, High-Spend, High-Risk",14,55.0,0.4686602821406007
4130-MZLCC,4,"New, Low-Spend, High-Risk",5,50.55,0.34291658109382783
0314-TKOSI,4,"New, Low-Spend, High-Risk",6,55.15,0.2401092788197589
8229-MYEJZ,4,"New, Low-Spend, High-Risk",10,51.2,0.29750488328613117
2080-SRCDE,4,"New, Low-Spend, High-Risk",1,25.4,0.22486692432116304
9577-WJVCQ,3,"Established, Low-Spend, Low-Risk",68,54.45,0.044292941987257854
9512-UIBFX,2,"New, High-Spend, High-Risk",18,95.15,0.594045818001168
6202-DYYFX,2,"New, High-Spend, High-Risk",22,76.0,0.36369449639510115
3808-HFKDE,4,"New, Low-Spend, High-Risk",20,44.35,0.2556657073569202
5583-SXDAG,2,"New, High-Spend, High-Risk",1,70.0,0.6538404367608195
3488-PGMQJ,2,"New, High-Spend, High-Risk",8,74.5,0.5977425142132582
3580-REOAC,4,"New, Low-Spend, High-Risk",10,44.85,0.3393333665302145
7534-BFESC,2,"New, High-Spend, High-Risk",24,76.1,0.5698090160318695
3727-OWVYD,3,"Established, Low-Spend, Low-Risk",35,61.2,0.04408218277082155
2294-SALNE,1,"Established, High-Spend, Low-Risk",23,86.8,0.146684417524648
4847-TAJYI,2,"New, High-Spend, High-Risk",6,89.35,0.7699515035476411
1563-IWQEX,4,"New, Low-Spend, High-Risk",12,19.7,0.1422149508487472
8203-XJZRC,4,"New, Low-Spend, High-Risk",1,20.25,0.21705304962688596
6556-DBKZF,1,"Established, High-Spend, Low-Risk",71,76.05,0.028593641348846476
6851-WEFYX,2,"New, High-Spend, High-Risk",35,100.8,0.649542789952074
2985-JUUBZ,1,"Established, High-Spend, Low-Risk",40,74.55,0.2591384990594038
6390-DSAZX,2,"New, High-Spend, High-Risk",1,73.6,0.47419844278729784
0895-LMRSF,4,"New, Low-Spend, High-Risk",23,64.9,0.21452198795445743
8098-LLAZX,2,"New, High-Spend, High-Risk",4,95.45,0.8268324141938506
8266-VBFQL,2,"New, High-Spend, High-Risk",4,90.4,0.5762126144447117
8181-YHCMF,3,"Established, Low-Spend, Low-Risk",68,60.3,0.01820445883936094
2240-HSJQD,1,"Established, High-Spend, Low-Risk",38,81.85,0.3204490860853035
1248-DYXUB,3,"Established, Low-Spend, Low-Risk",52,24.8,0.007094489737431532
0265-EDXBD,2,"New, High-Spend, High-Risk",32,74.9,0.5121252530270074
4115-BNPJY,1,"Established, High-Spend, Low-Risk",29,75.55,0.05365730792918779
3167-SNQPL,2,"New, High-Spend, High-Risk",38,101.15,0.5394793884275695
4091-TVOCN,1,"Established, High-Spend, Low-Risk",48,78.75,0.07201971933381691
1098-TDVUQ,4,"New, Low-Spend, High-Risk",1,19.25,0.21800862100643167
7277-OZCGZ,2,"New, High-Spend, High-Risk",22,89.05,0.3364322935410414
1557-EMYVT,1,"Established, High-Spend, Low-Risk",43,115.05,0.10086213364375705
2799-ARNLO,2,"New, High-Spend, High-Risk",5,69.35,0.6646550525053903
7563-BIUPC,2,"New, High-Spend, High-Risk",5,80.6,0.68051469534263
5027-YOCXN,1,"Established, High-Spend, Low-Risk",51,110.05,0.1297912748420769
3973-SKMLN,3,"Established, Low-Spend, Low-Risk",71,19.9,0.0025771463067124556
2321-OMBXY,1,"Established, High-Spend, Low-Risk",38,80.3,0.046079912719420586
2840-XANRC,2,"New, High-Spend, High-Risk",24,93.15,0.6569140420703494
6745-JEFZB,2,"New, High-Spend, High-Risk",35,91.5,0.4374217789354907
5020-ZSTTY,1,"Established, High-Spend, Low-Risk",54,82.45,0.057784716031602894
9880-TDQAC,3,"Established, Low-Spend, Low-Risk",72,60.0,0.01549165210185534
8705-WZCYL,4,"New, Low-Spend, High-Risk",1,44.8,0.42696095324780586
7102-JJVTX,4,"New, Low-Spend, High-Risk",9,48.6,0.11263192086586563
8626-PTQGE,3,"Established, Low-Spend, Low-Risk",69,60.05,0.014787574798791567
4983-CLMLV,1,"Established, High-Spend, Low-Risk",52,102.7,0.3633778037678066
5701-YVSVF,2,"New, High-Spend, High-Risk",11,82.9,0.5961756426121149
5804-LEPIM,2,"New, High-Spend, High-Risk",2,70.35,0.6791923248781212
